Date,Open,High,Low,Close,Adj Close,Volume
2020-06-29,239.970001,242.850006,237.350006,242.839996,240.940567,34377800
2020-06-30,242.770004,248.160004,242.580002,247.600006,245.663345,38909200
2020-07-01,247.639999,251.520004,247.080002,250.490005,248.530746,34689200
2020-07-02,253.020004,254.270004,251.710007,252.190002,250.217438,31956500
2020-07-06,255.449997,258.929993,255.429993,258.390015,256.368958,34589000
2020-07-07,258.130005,260.880005,256.299988,256.609985,254.602844,36578200
2020-07-08,257.980011,260.019989,256.500000,259.989990,257.956421,30426300
2020-07-09,261.970001,262.869995,257.630005,262.179993,260.129303,40312900
2020-07-10,262.029999,264.230011,259.260010,263.970001,261.905304,32885300
2020-07-13,266.910004,269.790009,257.690002,258.540009,256.517792,64108100
2020-07-14,255.929993,260.790009,252.759995,260.369995,258.333466,72230500
2020-07-15,261.829987,262.690002,257.489990,260.899994,258.859344,54523900
2020-07-16,258.019989,259.779999,255.619995,259.119995,257.093231,47594100
2020-07-17,259.589996,260.309998,257.170013,259.420013,257.390900,35137900
2020-07-20,260.079987,267.429993,258.790009,266.779999,264.693329,40610100
2020-07-21,268.399994,268.410004,263.130005,264.000000,261.935089,43243800
2020-07-22,264.510010,265.890015,262.549988,264.929993,262.857758,29865500
2020-07-23,264.510010,265.239990,256.549988,258.010010,255.991943,51363500
2020-07-24,254.039993,256.929993,251.320007,255.559998,253.561050,54054500
2020-07-27,257.260010,260.519989,256.450012,260.119995,258.085419,36445700
2020-07-28,259.309998,259.850006,256.510010,256.809998,254.801300,31302400
2020-07-29,258.399994,260.660004,257.910004,259.769989,257.738129,27556900
2020-07-30,257.739990,261.709991,256.549988,261.130005,259.087524,41774500
2020-07-31,265.910004,265.950012,260.850006,265.790009,263.711090,53686300
2020-08-03,268.000000,270.149994,267.869995,269.380005,267.272949,32081600
2020-08-04,268.859985,270.480011,268.089996,270.380005,268.265167,24911300
2020-08-05,270.880005,271.519989,269.959991,271.049988,268.929901,21612100
2020-08-06,270.850006,274.980011,270.190002,274.640015,272.491882,28048200
2020-08-07,274.079987,274.880005,269.250000,271.470001,269.346680,44969400
2020-08-10,271.769989,271.980011,266.670013,270.309998,268.195679,35088400
2020-08-11,269.109985,270.440002,264.630005,265.190002,263.115753,43104300
2020-08-12,267.420013,272.839996,267.369995,271.859985,269.733582,38773400
2020-08-13,272.660004,274.829987,271.510010,272.480011,270.348724,31895700
2020-08-14,273.119995,273.399994,270.720001,272.160004,270.031281,30799500
2020-08-17,273.929993,275.839996,272.200012,275.320007,273.166534,24803000
2020-08-18,276.420013,278.459991,274.910004,277.970001,275.795807,23529500
2020-08-19,277.929993,279.019989,275.570007,276.100006,273.940430,31999400
2020-08-20,275.279999,280.429993,274.859985,279.929993,277.740448,27723400
2020-08-21,280.130005,282.339996,279.459991,281.869995,279.665283,34748900
2020-08-24,285.250000,286.000000,281.269989,283.630005,281.411530,36418500
2020-08-25,282.829987,286.059998,282.369995,285.859985,283.624054,34866600
2020-08-26,287.149994,292.220001,285.829987,291.959991,289.676331,42216700
2020-08-27,292.970001,293.850006,288.709991,291.049988,288.773468,49482700
2020-08-28,292.329987,293.179993,290.929993,292.529999,290.241913,28021000
2020-08-31,293.070007,296.750000,292.619995,294.880005,292.573517,36321000
2020-09-01,297.619995,300.040009,295.790009,299.920013,297.574097,36216200
2020-09-02,303.279999,303.500000,296.890015,302.760010,300.391907,50836800
2020-09-03,298.100006,298.619995,284.410004,287.410004,285.161957,110083300
2020-09-04,285.559998,288.929993,271.799988,283.579987,281.361908,123959000
2020-09-08,272.220001,278.220001,269.660004,269.950012,267.838562,99568600
2020-09-09,275.640015,280.049988,273.000000,277.880005,275.706543,64837900
2020-09-10,280.940002,282.200012,270.559998,272.339996,270.209808,69667500
2020-09-11,274.149994,275.220001,266.899994,270.450012,268.334625,71809000
2020-09-14,274.359985,277.220001,272.959991,275.160004,273.007782,38525200
2020-09-15,279.029999,280.450012,275.130005,279.059998,276.877228,41849900
2020-09-16,279.880005,280.359985,274.250000,274.609985,272.462067,42321000
2020-09-17,267.549988,274.399994,266.679993,270.320007,268.205658,81570800
2020-09-18,271.790009,272.089996,262.630005,266.869995,264.782593,86251100
2020-09-21,262.470001,267.649994,260.109985,267.510010,265.417633,57168600
2020-09-22,269.989990,273.079987,266.540009,272.480011,270.348724,41128900
2020-09-23,272.149994,272.339996,263.250000,264.160004,262.093781,48837300
2020-09-24,261.390015,268.700012,261.220001,265.390015,263.314209,70631700
2020-09-25,265.910004,272.399994,264.299988,271.559998,269.435913,55242400
2020-09-28,276.579987,277.200012,271.670013,277.200012,275.031799,58438300
2020-09-29,276.619995,277.709991,275.369995,275.950012,273.791565,27050000
2020-09-30,276.149994,281.089996,275.869995,277.839996,275.666779,49380800
2020-10-01,281.790009,282.880005,279.839996,282.250000,280.042267,50020200
2020-10-02,276.019989,282.239990,273.440002,274.309998,272.164368,75497400
2020-10-05,276.339996,280.489990,276.230011,280.160004,277.968689,28184600
2020-10-06,279.450012,281.190002,274.250000,275.160004,273.007782,49704200
